 LN(EARNINGS/WK)   EDUC (YEARS)     EXP(YEARS)         AGE              FED             MED            KWW             IQ              WHITE
  5.3937093e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  8.0000000e+000  8.0000000e+000  3.6000000e+001  7.7000000e+001  1.0000000e+000
  6.0240735e+000  1.1000000e+001  1.7000000e+001  3.4000000e+001  0.0000000e+000  0.0000000e+000  3.5000000e+001  8.9000000e+001  1.0000000e+000
  5.6667093e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  6.0000000e+000  1.2000000e+001  4.4000000e+001  1.0200000e+002  1.0000000e+000
  6.0297093e+000  1.4000000e+001  1.4000000e+001  3.4000000e+001  1.4000000e+001  1.6000000e+001  4.9000000e+001  1.1300000e+002  1.0000000e+000
  4.7001630e+000  1.0000000e+001  1.6000000e+001  3.2000000e+001  5.0000000e+000  1.2000000e+001  3.8000000e+001  1.0300000e+002  1.0000000e+000
  5.0747093e+000  1.0000000e+001  1.6000000e+001  3.2000000e+001  0.0000000e+000  8.0000000e+000  3.6000000e+001  9.0000000e+001  0.0000000e+000
  5.4377093e+000  1.1000000e+001  1.8000000e+001  3.5000000e+001  7.0000000e+000  1.2000000e+001  3.1000000e+001  9.6000000e+001  1.0000000e+000
  5.8287093e+000  1.1000000e+001  2.0000000e+001  3.7000000e+001  6.0000000e+000  1.2000000e+001  3.5000000e+001  9.7000000e+001  1.0000000e+000
  5.5378528e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  0.0000000e+000  1.0000000e+001  3.5000000e+001  8.7000000e+001  0.0000000e+000
  6.2594923e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  0.0000000e+000  1.5000000e+001  3.9000000e+001  8.9000000e+001  1.0000000e+000
  6.2450299e+000  1.3000000e+001  1.1000000e+001  3.0000000e+001  0.0000000e+000  8.0000000e+000  2.8000000e+001  7.0000000e+001  0.0000000e+000
  6.2307093e+000  1.6000000e+001  9.0000000e+000  3.1000000e+001  1.7000000e+001  1.6000000e+001  3.4000000e+001  1.0400000e+002  1.0000000e+000
  5.0594923e+000  1.6000000e+001  1.1000000e+001  3.3000000e+001  1.2000000e+001  1.1000000e+001  3.6000000e+001  1.1600000e+002  1.0000000e+000
  5.9537093e+000  1.4000000e+001  8.0000000e+000  2.8000000e+001  0.0000000e+000  7.0000000e+000  3.2000000e+001  8.5000000e+001  0.0000000e+000
  6.4894923e+000  1.5000000e+001  1.6000000e+001  3.7000000e+001  1.2000000e+001  1.2000000e+001  4.7000000e+001  1.0400000e+002  1.0000000e+000
  5.7707093e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  1.2000000e+001  9.0000000e+000  2.6000000e+001  9.9000000e+001  0.0000000e+000
  5.6654923e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  6.0000000e+000  6.0000000e+000  1.8000000e+001  9.3000000e+001  0.0000000e+000
  5.7047093e+000  1.3000000e+001  9.0000000e+000  2.8000000e+001  1.0000000e+001  1.2000000e+001  3.7000000e+001  1.1400000e+002  1.0000000e+000
  5.2737093e+000  1.7000000e+001  8.0000000e+000  3.1000000e+001  1.6000000e+001  1.2000000e+001  4.0000000e+001  1.0300000e+002  1.0000000e+000
  6.3277093e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  2.0000000e+000  6.0000000e+000  3.4000000e+001  9.2000000e+001  1.0000000e+000
  6.0474923e+000  1.8000000e+001  7.0000000e+000  3.1000000e+001  1.2000000e+001  8.0000000e+000  4.1000000e+001  9.8000000e+001  1.0000000e+000
  5.8477093e+000  1.3000000e+001  1.8000000e+001  3.7000000e+001  0.0000000e+000  1.2000000e+001  4.8000000e+001  1.1400000e+002  1.0000000e+000
  5.5987093e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  6.0000000e+000  1.2000000e+001  4.2000000e+001  7.7000000e+001  0.0000000e+000
  5.0107093e+000  1.4000000e+001  1.0000000e+001  3.0000000e+001  0.0000000e+000  1.3000000e+001  2.4000000e+001  8.9000000e+001  0.0000000e+000
  4.8677093e+000  1.4000000e+001  1.3000000e+001  3.3000000e+001  0.0000000e+000  1.6000000e+001  4.4000000e+001  9.3000000e+001  0.0000000e+000
  4.9307093e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  5.0000000e+000  1.2000000e+001  3.7000000e+001  1.1000000e+002  1.0000000e+000
  6.3577093e+000  1.7000000e+001  1.0000000e+001  3.3000000e+001  1.2000000e+001  8.0000000e+000  3.9000000e+001  1.3200000e+002  1.0000000e+000
  5.6146501e+000  1.6000000e+001  1.0000000e+001  3.2000000e+001  2.0000000e+000  8.0000000e+000  3.7000000e+001  1.1200000e+002  1.0000000e+000
  5.7301815e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  1.2000000e+001  1.2000000e+001  4.2000000e+001  9.9000000e+001  1.0000000e+000
  6.0350194e+000  1.6000000e+001  1.0000000e+001  3.2000000e+001  0.0000000e+000  1.0000000e+001  2.6000000e+001  9.6000000e+001  0.0000000e+000
  5.7294923e+000  1.3000000e+001  1.9000000e+001  3.8000000e+001  1.4000000e+001  1.2000000e+001  4.5000000e+001  1.0600000e+002  1.0000000e+000
  6.2707093e+000  1.6000000e+001  1.1000000e+001  3.3000000e+001  0.0000000e+000  1.8000000e+001  4.3000000e+001  1.2800000e+002  1.0000000e+000
  6.4827093e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  3.0000000e+000  0.0000000e+000  4.8000000e+001  9.5000000e+001  1.0000000e+000
  5.1157093e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  7.0000000e+000  8.0000000e+000  3.0000000e+001  8.0000000e+001  1.0000000e+000
  5.3584923e+000  1.1000000e+001  1.5000000e+001  3.2000000e+001  6.0000000e+000  6.0000000e+000  2.4000000e+001  7.1000000e+001  1.0000000e+000
  5.8088528e+000  1.2000000e+001  1.6000000e+001  3.4000000e+001  0.0000000e+000  9.0000000e+000  2.8000000e+001  8.9000000e+001  0.0000000e+000
  6.8281630e+000  1.8000000e+001  8.0000000e+000  3.2000000e+001  1.6000000e+001  1.2000000e+001  4.5000000e+001  1.2700000e+002  1.0000000e+000
  6.0297093e+000  1.6000000e+001  9.0000000e+000  3.1000000e+001  8.0000000e+000  8.0000000e+000  4.3000000e+001  1.1400000e+002  1.0000000e+000
  6.2147093e+000  1.3000000e+001  1.1000000e+001  3.0000000e+001  0.0000000e+000  7.0000000e+000  3.0000000e+001  1.0200000e+002  1.0000000e+000
  5.7167093e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  7.0000000e+000  1.2000000e+001  3.4000000e+001  8.8000000e+001  1.0000000e+000
  6.1834994e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  7.0000000e+000  1.2000000e+001  3.2000000e+001  8.8000000e+001  1.0000000e+000
  6.8681744e+000  1.5000000e+001  1.6000000e+001  3.7000000e+001  1.2000000e+001  1.4000000e+001  4.5000000e+001  1.1000000e+002  1.0000000e+000
  6.3577093e+000  1.3000000e+001  1.0000000e+001  2.9000000e+001  9.0000000e+000  7.0000000e+000  4.0000000e+001  1.1000000e+002  0.0000000e+000
  5.8467093e+000  1.6000000e+001  8.0000000e+000  3.0000000e+001  1.2000000e+001  8.0000000e+000  3.9000000e+001  1.3000000e+002  1.0000000e+000
  5.8648528e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  0.0000000e+000  0.0000000e+000  4.4000000e+001  1.0000000e+002  1.0000000e+000
  5.9917093e+000  1.2000000e+001  1.7000000e+001  3.5000000e+001  0.0000000e+000  1.2000000e+001  3.6000000e+001  1.0100000e+002  1.0000000e+000
  5.9270194e+000  1.0000000e+001  1.6000000e+001  3.2000000e+001  0.0000000e+000  9.0000000e+000  3.6000000e+001  8.9000000e+001  1.0000000e+000
  5.7297093e+000  1.2000000e+001  1.7000000e+001  3.5000000e+001  1.2000000e+001  1.2000000e+001  2.5000000e+001  8.0000000e+001  1.0000000e+000
  5.9917093e+000  1.2000000e+001  1.6000000e+001  3.4000000e+001  1.2000000e+001  1.2000000e+001  2.0000000e+001  7.2000000e+001  1.0000000e+000
  6.5941630e+000  1.8000000e+001  1.2000000e+001  3.6000000e+001  1.2000000e+001  1.2000000e+001  5.6000000e+001  1.1500000e+002  1.0000000e+000
  6.5117093e+000  1.6000000e+001  1.5000000e+001  3.7000000e+001  1.7000000e+001  1.2000000e+001  4.8000000e+001  1.1500000e+002  1.0000000e+000
  5.7601630e+000  1.6000000e+001  9.0000000e+000  3.1000000e+001  8.0000000e+000  8.0000000e+000  4.7000000e+001  1.0800000e+002  0.0000000e+000
  5.6127093e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  3.0000000e+000  8.0000000e+000  2.7000000e+001  9.3000000e+001  1.0000000e+000
  5.4417093e+000  1.6000000e+001  7.0000000e+000  2.9000000e+001  1.8000000e+001  1.8000000e+001  3.7000000e+001  1.1100000e+002  0.0000000e+000
  6.0307093e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  1.2000000e+001  1.1000000e+001  3.8000000e+001  1.0100000e+002  0.0000000e+000
  6.2147093e+000  1.6000000e+001  1.0000000e+001  3.2000000e+001  1.0000000e+001  1.2000000e+001  4.2000000e+001  9.2000000e+001  1.0000000e+000
  5.4807093e+000  1.3000000e+001  9.0000000e+000  2.8000000e+001  0.0000000e+000  5.0000000e+000  4.0000000e+001  1.1500000e+002  1.0000000e+000
  5.2577093e+000  1.2000000e+001  1.7000000e+001  3.5000000e+001  1.0000000e+001  1.1000000e+001  2.9000000e+001  7.6000000e+001  0.0000000e+000
  5.9917093e+000  1.1000000e+001  1.2000000e+001  2.9000000e+001  1.2000000e+001  1.2000000e+001  2.6000000e+001  9.3000000e+001  1.0000000e+000
  6.1620308e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  8.0000000e+000  8.0000000e+000  3.9000000e+001  9.1000000e+001  1.0000000e+000
  5.3704923e+000  1.0000000e+001  1.8000000e+001  3.4000000e+001  9.0000000e+000  9.0000000e+000  3.5000000e+001  9.0000000e+001  1.0000000e+000
  5.1707093e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  4.0000000e+000  9.0000000e+000  2.3000000e+001  8.4000000e+001  0.0000000e+000
  5.2687093e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  0.0000000e+000  0.0000000e+000  4.3000000e+001  1.2000000e+002  0.0000000e+000
  5.6417093e+000  9.0000000e+000  2.1000000e+001  3.6000000e+001  0.0000000e+000  0.0000000e+000  3.2000000e+001  8.9000000e+001  0.0000000e+000
  6.4297093e+000  1.2000000e+001  1.6000000e+001  3.4000000e+001  1.0000000e+001  9.0000000e+000  4.7000000e+001  1.0400000e+002  1.0000000e+000
  5.9507093e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  9.0000000e+000  6.0000000e+000  2.3000000e+001  1.0700000e+002  0.0000000e+000
  5.9917093e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  1.2000000e+001  1.2000000e+001  4.2000000e+001  1.0000000e+002  1.0000000e+000
  5.5217093e+000  1.8000000e+001  1.2000000e+001  3.6000000e+001  1.5000000e+001  1.5000000e+001  4.0000000e+001  1.2900000e+002  1.0000000e+000
  6.2887093e+000  1.6000000e+001  1.3000000e+001  3.5000000e+001  1.6000000e+001  1.2000000e+001  3.9000000e+001  1.1200000e+002  1.0000000e+000
  5.9517093e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  8.0000000e+000  0.0000000e+000  1.7000000e+001  7.6000000e+001  0.0000000e+000
  5.2557093e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  0.0000000e+000  0.0000000e+000  4.5000000e+001  9.7000000e+001  1.0000000e+000
  6.3978528e+000  1.1000000e+001  1.9000000e+001  3.6000000e+001  2.0000000e+000  1.1000000e+001  3.8000000e+001  9.8000000e+001  1.0000000e+000
  6.4064923e+000  1.6000000e+001  9.0000000e+000  3.1000000e+001  0.0000000e+000  0.0000000e+000  3.4000000e+001  6.0000000e+001  1.0000000e+000
  5.9731779e+000  1.8000000e+001  8.0000000e+000  3.2000000e+001  7.0000000e+000  1.2000000e+001  4.5000000e+001  1.3200000e+002  1.0000000e+000
  5.4984923e+000  1.4000000e+001  1.8000000e+001  3.8000000e+001  0.0000000e+000  6.0000000e+000  3.1000000e+001  9.0000000e+001  0.0000000e+000
  5.1927093e+000  1.1000000e+001  1.4000000e+001  3.1000000e+001  0.0000000e+000  7.0000000e+000  2.6000000e+001  6.3000000e+001  0.0000000e+000
  5.6301630e+000  1.4000000e+001  1.2000000e+001  3.2000000e+001  1.6000000e+001  1.3000000e+001  3.6000000e+001  1.1000000e+002  1.0000000e+000
  5.7941744e+000  1.1000000e+001  1.7000000e+001  3.4000000e+001  0.0000000e+000  0.0000000e+000  3.8000000e+001  8.8000000e+001  1.0000000e+000
  5.7941815e+000  1.1000000e+001  1.8000000e+001  3.5000000e+001  6.0000000e+000  0.0000000e+000  4.1000000e+001  9.8000000e+001  1.0000000e+000
  5.5371630e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  3.0000000e+000  8.0000000e+000  2.4000000e+001  6.1000000e+001  0.0000000e+000
  5.6417093e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  0.0000000e+000  0.0000000e+000  3.2000000e+001  7.6000000e+001  0.0000000e+000
  6.4397093e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  0.0000000e+000  1.1000000e+001  4.4000000e+001  1.2700000e+002  1.0000000e+000
  6.4827093e+000  1.3000000e+001  1.7000000e+001  3.6000000e+001  8.0000000e+000  8.0000000e+000  3.9000000e+001  9.4000000e+001  1.0000000e+000
  6.3574923e+000  1.6000000e+001  1.0000000e+001  3.2000000e+001  1.6000000e+001  1.6000000e+001  4.8000000e+001  9.7000000e+001  1.0000000e+000
  5.4037093e+000  1.6000000e+001  9.0000000e+000  3.1000000e+001  1.2000000e+001  1.2000000e+001  4.4000000e+001  1.2700000e+002  0.0000000e+000
  6.1737093e+000  1.5000000e+001  1.2000000e+001  3.3000000e+001  1.2000000e+001  1.1000000e+001  4.2000000e+001  1.0900000e+002  1.0000000e+000
  5.9524923e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  3.0000000e+000  3.0000000e+000  2.1000000e+001  8.9000000e+001  1.0000000e+000
  6.0427093e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  1.1000000e+001  1.1000000e+001  3.3000000e+001  9.0000000e+001  1.0000000e+000
  6.1740308e+000  1.2000000e+001  1.0000000e+001  2.8000000e+001  7.0000000e+000  1.2000000e+001  3.9000000e+001  1.0500000e+002  1.0000000e+000
  6.2041630e+000  1.2000000e+001  1.6000000e+001  3.4000000e+001  0.0000000e+000  8.0000000e+000  2.7000000e+001  1.0000000e+002  1.0000000e+000
  6.5804923e+000  1.6000000e+001  9.0000000e+000  3.1000000e+001  1.2000000e+001  1.6000000e+001  4.0000000e+001  1.1100000e+002  1.0000000e+000
  5.5378528e+000  1.7000000e+001  8.0000000e+000  3.1000000e+001  1.3000000e+001  1.6000000e+001  4.4000000e+001  1.2500000e+002  1.0000000e+000
  6.8021744e+000  1.6000000e+001  7.0000000e+000  2.9000000e+001  1.0000000e+001  1.2000000e+001  2.0000000e+001  1.2400000e+002  1.0000000e+000
  6.7348528e+000  1.4000000e+001  1.2000000e+001  3.2000000e+001  1.2000000e+001  1.2000000e+001  4.1000000e+001  1.0700000e+002  1.0000000e+000
  5.7037093e+000  1.3000000e+001  1.6000000e+001  3.5000000e+001  1.6000000e+001  1.2000000e+001  4.5000000e+001  1.1000000e+002  1.0000000e+000
  5.8207093e+000  1.4000000e+001  9.0000000e+000  2.9000000e+001  1.6000000e+001  1.6000000e+001  3.2000000e+001  1.0200000e+002  1.0000000e+000
  5.0967093e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  0.0000000e+000  0.0000000e+000  2.6000000e+001  9.3000000e+001  1.0000000e+000
  5.9957093e+000  1.2000000e+001  1.6000000e+001  3.4000000e+001  0.0000000e+000  1.2000000e+001  3.6000000e+001  8.1000000e+001  1.0000000e+000
  5.5607093e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  1.0000000e+001  1.2000000e+001  3.6000000e+001  9.9000000e+001  1.0000000e+000
  5.7787093e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  0.0000000e+000  0.0000000e+000  2.6000000e+001  9.3000000e+001  0.0000000e+000
  6.8684923e+000  1.3000000e+001  1.1000000e+001  3.0000000e+001  1.2000000e+001  1.2000000e+001  3.5000000e+001  1.0200000e+002  1.0000000e+000
  5.9010308e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  5.0000000e+000  1.2000000e+001  4.4000000e+001  9.5000000e+001  1.0000000e+000
  5.7287093e+000  1.6000000e+001  1.3000000e+001  3.5000000e+001  8.0000000e+000  1.1000000e+001  3.7000000e+001  9.8000000e+001  1.0000000e+000
  4.9277093e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  0.0000000e+000  0.0000000e+000  2.8000000e+001  8.4000000e+001  0.0000000e+000
  5.2887093e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  7.0000000e+000  0.0000000e+000  3.0000000e+001  8.8000000e+001  1.0000000e+000
  5.9274160e+000  1.6000000e+001  9.0000000e+000  3.1000000e+001  0.0000000e+000  4.0000000e+000  4.1000000e+001  1.0900000e+002  1.0000000e+000
  7.3131744e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  5.0000000e+000  8.0000000e+000  4.1000000e+001  8.2000000e+001  1.0000000e+000
  6.2024923e+000  1.4000000e+001  1.2000000e+001  3.2000000e+001  0.0000000e+000  1.2000000e+001  2.2000000e+001  1.0500000e+002  1.0000000e+000
  6.1837093e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  8.0000000e+000  1.2000000e+001  3.6000000e+001  9.5000000e+001  1.0000000e+000
  5.4417093e+000  1.5000000e+001  7.0000000e+000  2.8000000e+001  7.0000000e+000  1.0000000e+001  3.3000000e+001  9.2000000e+001  0.0000000e+000
  5.4383673e+000  1.5000000e+001  9.0000000e+000  3.0000000e+001  6.0000000e+000  7.0000000e+000  2.6000000e+001  7.4000000e+001  0.0000000e+000
  6.3967093e+000  1.6000000e+001  1.0000000e+001  3.2000000e+001  1.4000000e+001  1.2000000e+001  4.3000000e+001  1.2300000e+002  1.0000000e+000
  6.1458564e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  1.2000000e+001  1.2000000e+001  2.4000000e+001  8.6000000e+001  1.0000000e+000
  5.2147093e+000  1.1000000e+001  1.9000000e+001  3.6000000e+001  0.0000000e+000  0.0000000e+000  2.2000000e+001  9.2000000e+001  1.0000000e+000
  5.9347093e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  0.0000000e+000  8.0000000e+000  4.1000000e+001  8.7000000e+001  1.0000000e+000
  6.7631744e+000  1.6000000e+001  9.0000000e+000  3.1000000e+001  1.0000000e+001  1.2000000e+001  3.9000000e+001  1.1700000e+002  1.0000000e+000
  6.3964923e+000  1.6000000e+001  1.6000000e+001  3.8000000e+001  4.0000000e+000  1.2000000e+001  5.0000000e+001  1.1200000e+002  1.0000000e+000
  6.3187477e+000  1.5000000e+001  1.2000000e+001  3.3000000e+001  1.8000000e+001  1.2000000e+001  4.1000000e+001  1.1900000e+002  1.0000000e+000
  6.3964923e+000  1.6000000e+001  1.2000000e+001  3.4000000e+001  0.0000000e+000  0.0000000e+000  3.0000000e+001  1.0300000e+002  1.0000000e+000
  5.6347093e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  0.0000000e+000  9.0000000e+000  2.9000000e+001  7.4000000e+001  0.0000000e+000
  5.8583488e+000  1.3000000e+001  1.3000000e+001  3.2000000e+001  9.0000000e+000  6.0000000e+000  3.3000000e+001  8.1000000e+001  1.0000000e+000
  6.7627093e+000  1.8000000e+001  8.0000000e+000  3.2000000e+001  1.0000000e+001  1.0000000e+001  4.8000000e+001  1.2400000e+002  1.0000000e+000
  5.7894019e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  8.0000000e+000  7.0000000e+000  3.8000000e+001  8.9000000e+001  1.0000000e+000
  5.0747093e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  6.0000000e+000  7.0000000e+000  3.4000000e+001  8.8000000e+001  0.0000000e+000
  6.0067093e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  5.0000000e+000  9.0000000e+000  3.1000000e+001  6.7000000e+001  0.0000000e+000
  6.6200299e+000  1.6000000e+001  7.0000000e+000  2.9000000e+001  1.6000000e+001  1.2000000e+001  4.1000000e+001  1.0600000e+002  1.0000000e+000
  5.5287093e+000  1.5000000e+001  1.1000000e+001  3.2000000e+001  5.0000000e+000  1.1000000e+001  3.0000000e+001  1.0300000e+002  1.0000000e+000
  5.1807093e+000  1.2000000e+001  1.4000000e+001  3.2000000e+001  8.0000000e+000  6.0000000e+000  4.0000000e+001  9.1000000e+001  1.0000000e+000
  5.6244994e+000  1.6000000e+001  9.0000000e+000  3.1000000e+001  1.2000000e+001  1.2000000e+001  3.4000000e+001  1.0100000e+002  1.0000000e+000
  5.7417093e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  0.0000000e+000  1.2000000e+001  3.0000000e+001  8.5000000e+001  0.0000000e+000
  5.0157093e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  1.2000000e+001  1.2000000e+001  3.2000000e+001  8.3000000e+001  1.0000000e+000
  5.5070194e+000  1.2000000e+001  1.7000000e+001  3.5000000e+001  0.0000000e+000  8.0000000e+000  3.4000000e+001  7.0000000e+001  0.0000000e+000
  6.5121744e+000  1.7000000e+001  9.0000000e+000  3.2000000e+001  1.1000000e+001  1.2000000e+001  5.4000000e+001  1.0200000e+002  1.0000000e+000
  5.4228528e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  7.0000000e+000  7.0000000e+000  3.4000000e+001  9.4000000e+001  1.0000000e+000
  6.3177093e+000  1.0000000e+001  2.1000000e+001  3.7000000e+001  8.0000000e+000  1.2000000e+001  3.8000000e+001  9.7000000e+001  1.0000000e+000
  6.4227093e+000  1.7000000e+001  8.0000000e+000  3.1000000e+001  1.6000000e+001  1.2000000e+001  3.8000000e+001  1.1500000e+002  1.0000000e+000
  6.1347093e+000  1.6000000e+001  1.3000000e+001  3.5000000e+001  1.8000000e+001  1.7000000e+001  3.8000000e+001  1.1700000e+002  1.0000000e+000
  6.1758528e+000  1.4000000e+001  1.7000000e+001  3.7000000e+001  4.0000000e+000  8.0000000e+000  4.5000000e+001  1.0500000e+002  1.0000000e+000
  5.9841630e+000  1.6000000e+001  1.6000000e+001  3.8000000e+001  0.0000000e+000  8.0000000e+000  3.6000000e+001  1.1300000e+002  1.0000000e+000
  5.2577093e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  1.1000000e+001  1.0000000e+001  3.7000000e+001  8.3000000e+001  1.0000000e+000
  6.0008528e+000  1.8000000e+001  1.4000000e+001  3.8000000e+001  1.2000000e+001  1.7000000e+001  4.4000000e+001  1.0100000e+002  1.0000000e+000
  6.3577093e+000  1.3000000e+001  1.7000000e+001  3.6000000e+001  1.2000000e+001  1.2000000e+001  3.6000000e+001  1.1300000e+002  1.0000000e+000
  6.3018528e+000  1.3000000e+001  1.8000000e+001  3.7000000e+001  0.0000000e+000  1.2000000e+001  3.1000000e+001  8.8000000e+001  1.0000000e+000
  4.9417093e+000  1.2000000e+001  1.5000000e+001  3.3000000e+001  0.0000000e+000  1.2000000e+001  4.1000000e+001  9.3000000e+001  0.0000000e+000
  5.2987093e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  0.0000000e+000  7.0000000e+000  3.9000000e+001  8.3000000e+001  0.0000000e+000
  6.1344923e+000  1.6000000e+001  8.0000000e+000  3.0000000e+001  1.4000000e+001  1.6000000e+001  2.7000000e+001  1.1300000e+002  1.0000000e+000
  5.4417093e+000  1.7000000e+001  1.0000000e+001  3.3000000e+001  1.6000000e+001  1.3000000e+001  4.3000000e+001  1.0600000e+002  0.0000000e+000
  6.6841744e+000  1.5000000e+001  9.0000000e+000  3.0000000e+001  1.2000000e+001  1.2000000e+001  3.8000000e+001  1.0600000e+002  1.0000000e+000
  6.2211630e+000  1.2000000e+001  1.9000000e+001  3.7000000e+001  0.0000000e+000  1.0000000e+001  3.6000000e+001  1.1400000e+002  1.0000000e+000
  6.0917093e+000  1.6000000e+001  8.0000000e+000  3.0000000e+001  1.0000000e+001  1.1000000e+001  3.2000000e+001  1.1900000e+002  1.0000000e+000
  5.8967093e+000  1.4000000e+001  1.0000000e+001  3.0000000e+001  3.0000000e+000  9.0000000e+000  2.6000000e+001  8.2000000e+001  0.0000000e+000
  5.9917093e+000  1.2000000e+001  2.0000000e+001  3.8000000e+001  4.0000000e+000  1.0000000e+000  4.0000000e+001  8.9000000e+001  1.0000000e+000
  6.1397093e+000  1.2000000e+001  1.5000000e+001  3.3000000e+001  4.0000000e+000  3.0000000e+000  1.8000000e+001  7.4000000e+001  0.0000000e+000
  5.8301903e+000  1.2000000e+001  1.1000000e+001  2.9000000e+001  4.0000000e+000  3.0000000e+000  2.2000000e+001  7.7000000e+001  0.0000000e+000
  5.6527093e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  0.0000000e+000  0.0000000e+000  2.5000000e+001  7.5000000e+001  0.0000000e+000
  5.9177093e+000  1.3000000e+001  1.1000000e+001  3.0000000e+001  1.2000000e+001  1.2000000e+001  2.8000000e+001  9.7000000e+001  1.0000000e+000
  5.2978528e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  2.0000000e+000  6.0000000e+000  3.5000000e+001  6.8000000e+001  0.0000000e+000
  6.2077093e+000  1.3000000e+001  1.4000000e+001  3.3000000e+001  1.2000000e+001  1.2000000e+001  5.1000000e+001  8.3000000e+001  1.0000000e+000
  6.0547093e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  0.0000000e+000  1.2000000e+001  4.0000000e+001  9.7000000e+001  1.0000000e+000
  5.2004923e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  1.2000000e+001  1.2000000e+001  3.7000000e+001  9.8000000e+001  1.0000000e+000
  6.0474923e+000  1.3000000e+001  1.1000000e+001  3.0000000e+001  0.0000000e+000  0.0000000e+000  3.0000000e+001  1.0200000e+002  0.0000000e+000
  5.7837093e+000  1.0000000e+001  1.8000000e+001  3.4000000e+001  3.0000000e+000  8.0000000e+000  2.0000000e+001  8.1000000e+001  0.0000000e+000
  4.9415621e+000  1.0000000e+001  1.9000000e+001  3.5000000e+001  1.0000000e+001  6.0000000e+000  2.7000000e+001  8.5000000e+001  0.0000000e+000
  5.4377093e+000  1.0000000e+001  1.7000000e+001  3.3000000e+001  0.0000000e+000  0.0000000e+000  2.0000000e+001  8.6000000e+001  0.0000000e+000
  5.1927093e+000  1.0000000e+001  2.0000000e+001  3.6000000e+001  1.2000000e+001  1.2000000e+001  2.3000000e+001  7.9000000e+001  0.0000000e+000
  5.5870299e+000  1.2000000e+001  1.3000000e+001  3.1000000e+001  6.0000000e+000  8.0000000e+000  2.4000000e+001  8.4000000e+001  1.0000000e+000
  5.1204160e+000  1.2000000e+001  1.2000000e+001  3.0000000e+001  6.0000000e+000  8.0000000e+000  2.4000000e+001  7.4000000e+001  1.0000000e+000
  5.5217093e+000  1.6000000e+001  1.1000000e+001  3.3000000e+001  0.0000000e+000  0.0000000e+000  2.5000000e+001  9.2000000e+001  0.0000000e+000
  5.7894923e+000  1.2000000e+001  1.8000000e+001  3.6000000e+001  0.0000000e+000  6.0000000e+000  3.2000000e+001  9.3000000e+001  1.0000000e+000
  5.2987093e+000  9.0000000e+000  2.3000000e+001  3.8000000e+001  0.0000000e+000  6.0000000e+000  1.8000000e+001  6.9000000e+001  0.0000000e+000
